id,target
250,0.5068806459377252
251,0.17003381436536447
252,0.7893831908380252
253,0.3276714729662301
254,0.5267067178271655
255,0.2688901542788339
256,0.38308430131237603
257,0.8048247636419122
258,0.2804991527296198
259,1.1375895188846172
260,0.5020097221744776
261,0.3847878541176576
262,0.6035048191692826
263,0.5877656391304348
264,0.5893957096803745
265,0.2229035642136522
266,0.32079835116527267
267,0.21358700200386938
268,0.3840030358260459
269,0.7021531762727714
270,0.2630950858324591
271,0.4228733851406029
272,0.09749769219651394
273,0.014539778469513709
274,0.48804422692057325
275,0.07617818271195798
276,0.32034138443757765
277,-0.15970079480866606
278,0.16910509675880359
279,-0.10077401335058245
280,0.2352586154023938
281,0.3402204656292652
282,-0.11133104077751288
283,-0.012622194895989591
284,0.17757154163240496
285,0.2938945755743311
286,0.4416373935944743
287,0.23739845514781155
288,0.22118547338669525
289,0.10656327012312683
290,-0.05051761701014901
291,0.6867501705131821
292,0.30112474151315094
293,0.6354501703458463
294,0.09506773339754548
295,0.6822360933535075
296,0.5011575773896978
297,0.24853728746818493
298,-0.019536126863304415
299,0.44491607359968366
300,0.2749492302155082
301,-0.11845954507742118
302,0.41105337369708816
303,1.2694783539233239
304,0.7080629131454116
305,0.3375849772926375
306,0.42930828696493417
307,-0.018462850156142463
308,-0.45416565025855615
309,0.2931710896475631
310,0.5158257580219557
311,0.29769661568716355
312,0.6172921571180509
313,0.9487355261204796
314,0.173127326909574
315,0.1319339722408318
316,0.15276710026274454
317,0.13884256495830083
318,0.24495900185607578
319,-0.1582927487610385
320,-0.15612255338121817
321,-0.02251539289152593
322,0.14897168470196742
323,0.34374911018927345
324,-0.33261075296566756
325,0.348216187957762
326,0.6154813948118284
327,0.3225170807931653
328,0.17801375725559854
329,0.19899331651577323
330,0.11785990962349213
331,0.44121421680693895
332,0.6712555988557191
333,0.5517266267504616
334,0.659855111769854
335,0.2853148056941598
336,0.29778637959150334
337,0.023680098582403164
338,0.2966362571588731
339,0.6652191746988086
340,0.7764360986201274
341,0.2962747065723298
342,0.06415734347877933
343,-0.028295350234685768
344,0.06925643934391157
345,0.47403435056056853
346,0.1002593626955085
347,0.25396410960949634
348,0.9302096695031653
349,-0.14614498639966567
350,0.717362937811698
351,-0.42167298053989033
352,0.045462059600826055
353,0.3454031630774511
354,0.37291913848347125
355,0.4485820238664625
356,-0.4149609334098604
357,0.11977399648151088
358,0.11074899896039081
359,-0.19693628049965295
360,0.23557364960417349
361,-0.4395447946340064
362,0.25228141789269276
363,-0.17129585296560113
364,0.7640514146837701
365,-0.25665797866790296
366,0.5397013205912325
367,0.08485395913222138
368,-0.1775583972831215
369,0.3752416892976206
370,0.3736795818306059
371,0.33381413774618973
372,0.23007331808044273
373,0.07462116726250823
374,-0.018045346213425018
375,0.21223242933997344
376,0.2793337544334057
377,0.4295645583349009
378,0.31827322785686707
379,0.23917840708024396
380,0.031685946088387484
381,0.37471736123442223
382,0.6123197503475647
383,0.09697988413397407
384,0.24209392653785666
385,0.24823769658257955
386,0.6018131590375367
387,0.32603591890430994
388,0.6133252324730253
389,0.7107422033821801
390,0.5305761995230859
391,0.33603775782722767
392,0.805176373162224
393,0.38289622921094046
394,-0.1112444039953876
395,0.5641429226142626
396,0.38807908531711977
397,0.56132900927523
398,0.24181750381107736
399,0.8617158780267927
400,0.01163817568645864
401,0.6227378654996122
402,0.44878920169111314
403,0.1232748950400192
404,0.41919812546356094
405,0.17099678776719063
406,0.7356087987141836
407,0.20692937853636895
408,0.1829758830992957
409,0.23188086443752975
410,0.5626091724757759
411,0.5205246960711188
412,0.23323855920724756
413,0.43323417623062876
414,0.018257653318967004
415,0.25884362616179135
416,0.06163037010273864
417,0.37197422249443324
418,0.419830711514228
419,0.024932247299366384
420,0.9417689568282216
421,0.035228199182036124
422,-0.14293154968879318
423,0.541647414451459
424,0.38707291646831965
425,0.38062121807616467
426,-0.11462252619134017
427,0.10805147987263009
428,-0.49421598791706967
429,0.5296727048705739
430,0.5268843861324725
431,0.31820665097097656
432,-0.5649181873697061
433,0.6550762146397043
434,0.4536782084051437
435,0.6980766340989016
436,0.9436146687182009
437,0.12727457622026594
438,0.4871976938678112
439,-0.04740079592353308
440,0.1926253302323263
441,-0.010132332130739496
442,0.04214393388341431
443,-0.1725595222479176
444,0.22566887749793973
445,0.3713270162119303
446,0.5480769746278503
447,0.49900288653701697
448,0.20456663435762212
449,-0.11511261995697109
450,-0.18219469219310913
451,0.1758151964510012
452,0.5464118926666613
453,0.36702594556258805
454,-0.15619120716475987
455,0.37983554043996637
456,0.300497474474115
